n,mde_r,grid,judge_at_r,at_mde_rate,min_hits_required,pass_,smallest_detected,reason,instrument,release,n_matrix
84,0.48731695017867094,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.487, 0.609]",0.609,1.0,17,True,0.487,detection at its MDE (0.487) is 100% — consistent with the nominal 80% power,SI,Fed Interest Rate Decision,84
60,0.561365383042495,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.561, 0.702]",0.702,1.0,17,True,0.561,detection at its MDE (0.561) is 100% — consistent with the nominal 80% power,SI,Goods Trade Balance Adv,60
81,0.49501400145984564,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.495, 0.619]",0.619,1.0,17,True,0.495,detection at its MDE (0.495) is 100% — consistent with the nominal 80% power,SI,House Price Index MoM,81
123,0.4115888797617477,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.412, 0.514]",0.412,0.76,17,True,0.514,detection at its MDE (0.412) is 76% — consistent with the nominal 80% power,SI,Housing Starts,124
52,0.5945590651599607,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.595, 0.743]",0.595,0.84,17,True,0.595,detection at its MDE (0.595) is 84% — consistent with the nominal 80% power,SI,IBD/TIPP Economic Optimism,52
75,0.5115591836472961,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.512, 0.639]",0.512,0.8,17,True,0.512,detection at its MDE (0.512) is 80% — consistent with the nominal 80% power,SI,ISM Manufacturing Employment,75
128,0.4042200102428221,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.404, 0.505]",0.505,1.0,17,True,0.505,detection at its MDE (0.404) is 100% — consistent with the nominal 80% power,SI,ISM Manufacturing PMI,128
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.76,17,True,0.4,detection at its MDE (0.409) is 76% — consistent with the nominal 80% power,SI,ISM Manufacturing Prices,125
73,0.5174504535373323,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.517, 0.647]",0.647,1.0,17,True,0.647,detection at its MDE (0.517) is 100% — consistent with the nominal 80% power,SI,ISM Non-Manufacturing Business Activity,73
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.64,17,False,0.6,detection at its MDE is only 64% (<17/25) — significantly BELOW nominal power,SI,ISM Non-Manufacturing PMI,87
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.4,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Import Prices MoM,124
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.76,17,True,0.511,detection at its MDE (0.409) is 76% — consistent with the nominal 80% power,SI,Industrial Production MoM,126
122,0.4131114414473481,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.413, 0.516]",0.516,1.0,17,True,0.516,detection at its MDE (0.413) is 100% — consistent with the nominal 80% power,SI,Inflation Rate MoM,124
123,0.4115888797617477,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.412, 0.514]",0.412,0.8,17,True,0.412,detection at its MDE (0.412) is 80% — consistent with the nominal 80% power,SI,Inflation Rate YoY,125
547,0.20264615191443142,"[0.05, 0.1, 0.15, 0.2, 0.203, 0.253, 0.3, 0.4]",0.203,0.8,17,True,0.203,detection at its MDE (0.203) is 80% — consistent with the nominal 80% power,SI,Initial Jobless Claims,548
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,0.96,17,True,0.513,detection at its MDE (0.410) is 96% — consistent with the nominal 80% power,SI,JOLTs Job Openings,124
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.513,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Manufacturing Payrolls,126
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.76,17,True,0.597,detection at its MDE (0.478) is 76% — consistent with the nominal 80% power,SI,Manufacturing Production MoM,89
69,0.5298635577926925,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.53, 0.662]",0.53,0.84,17,True,0.53,detection at its MDE (0.530) is 84% — consistent with the nominal 80% power,SI,Michigan Consumer Expectations Final,69
94,0.46402146418032153,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.464, 0.58]",0.58,1.0,17,True,0.464,detection at its MDE (0.464) is 100% — consistent with the nominal 80% power,SI,Michigan Consumer Expectations Prel,94
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.4,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,SI,Michigan Consumer Sentiment Final,127
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.88,17,True,0.406,detection at its MDE (0.406) is 88% — consistent with the nominal 80% power,SI,Michigan Consumer Sentiment Prel,127
71,0.5235478653387513,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.524, 0.654]",0.524,0.76,17,True,0.654,detection at its MDE (0.524) is 76% — consistent with the nominal 80% power,SI,Michigan Current Conditions Final,72
96,0.4597485116306709,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.46, 0.575]",0.46,0.72,17,True,0.575,detection at its MDE (0.460) is 72% — consistent with the nominal 80% power,SI,Michigan Current Conditions Prel,96
123,0.4115888797617477,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.412, 0.514]",0.412,0.76,17,True,0.4,detection at its MDE (0.412) is 76% — consistent with the nominal 80% power,SI,Monthly Budget Statement,124
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.92,17,True,0.406,detection at its MDE (0.406) is 92% — consistent with the nominal 80% power,SI,NAHB Housing Market Index,127
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,SI,NFIB Business Optimism Index,89
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.8,17,True,0.409,detection at its MDE (0.409) is 80% — consistent with the nominal 80% power,SI,NY Empire State Manufacturing Index,127
67,0.536410675208352,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.536, 0.671]",0.671,1.0,17,True,0.536,detection at its MDE (0.536) is 100% — consistent with the nominal 80% power,SI,Net Long-term TIC Flows,67
123,0.4115888797617477,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.412, 0.514]",0.412,0.8,17,True,0.412,detection at its MDE (0.412) is 80% — consistent with the nominal 80% power,SI,New Home Sales,123
70,0.5266776297218603,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.527, 0.658]",0.527,0.64,17,False,0.658,detection at its MDE is only 64% (<17/25) — significantly BELOW nominal power,SI,New Home Sales MoM,70
52,0.5945590651599607,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.595, 0.743]",0.595,0.76,17,True,0.743,detection at its MDE (0.595) is 76% — consistent with the nominal 80% power,SI,Non Defense Goods Orders Ex Air,52
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.513,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Non Farm Payrolls,126
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,0.96,17,True,0.513,detection at its MDE (0.410) is 96% — consistent with the nominal 80% power,SI,Nonfarm Payrolls Private,126
53,0.5900919933378066,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.59, 0.738]",0.738,1.0,17,True,0.738,detection at its MDE (0.590) is 100% — consistent with the nominal 80% power,SI,PCE Price Index MoM,54
49,0.6085799284185589,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.609, 0.761]",0.609,0.68,17,True,0.761,detection at its MDE (0.609) is 68% — consistent with the nominal 80% power,SI,PCE Price Index YoY,50
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.407,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,SI,PPI MoM,126
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.88,17,True,0.409,detection at its MDE (0.409) is 88% — consistent with the nominal 80% power,SI,PPI YoY,125
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.76,17,True,0.4,detection at its MDE (0.406) is 76% — consistent with the nominal 80% power,SI,Pending Home Sales MoM,127
109,0.4345723757557835,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.435, 0.543]",0.435,0.76,17,True,0.543,detection at its MDE (0.435) is 76% — consistent with the nominal 80% power,SI,Personal Income MoM,111
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.4,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Personal Spending MoM,126
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.84,17,True,0.406,detection at its MDE (0.406) is 84% — consistent with the nominal 80% power,SI,Philadelphia Fed Manufacturing Index,127
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,0.96,17,True,0.407,detection at its MDE (0.407) is 96% — consistent with the nominal 80% power,SI,Retail Sales Ex Autos MoM,127
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.407,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,SI,Retail Sales MoM,127
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.8,17,True,0.48,detection at its MDE (0.480) is 80% — consistent with the nominal 80% power,SI,Richmond Fed Manufacturing Index,87
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.88,17,True,0.406,detection at its MDE (0.406) is 88% — consistent with the nominal 80% power,SI,S&P/Case-Shiller Home Price YoY,127
62,0.5538875788154687,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.554, 0.692]",0.554,0.8,17,True,0.554,detection at its MDE (0.554) is 80% — consistent with the nominal 80% power,SI,Total Vehicle Sales,67
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,0.96,17,True,0.41,detection at its MDE (0.410) is 96% — consistent with the nominal 80% power,SI,Unemployment Rate,126
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.76,17,True,0.4,detection at its MDE (0.406) is 76% — consistent with the nominal 80% power,SI,Wholesale Inventories MoM,127
65,0.5432034742215733,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.543, 0.679]",0.679,1.0,17,True,0.679,detection at its MDE (0.543) is 100% — consistent with the nominal 80% power,SI,Wholesale Inventories MoM Adv,65
